,10xFlowCoeff,10xWorkCoeff,Total-Static_Efficiency
0,0.9246376811594204,2.36231884057971,1.2295834291277694
1,1.2869565217391303,2.36231884057971,4.649707594382058
2,1.6492753623188405,2.36231884057971,4.437020987609892
3,2.011594202898551,2.36231884057971,2.144983645007237
4,0.5623188405797102,2.7246376811594204,10.408543090085976
5,0.9246376811594204,2.7246376811594204,19.741416015208667
6,1.2869565217391303,2.7246376811594204,22.00776667828857
7,1.6492753623188405,2.7246376811594204,20.842143658130166
8,2.011594202898551,2.7246376811594204,17.618615179095265
9,2.373913043478261,2.7246376811594204,12.544845248775683
10,2.7362318840579714,2.7246376811594204,5.692740616034955
11,0.5623188405797102,3.0869565217391304,25.305728055699717
12,0.9246376811594204,3.0869565217391304,33.61131024804199
13,1.2869565217391303,3.0869565217391304,35.14856448984645
14,1.6492753623188405,3.0869565217391304,33.437411051594644
15,2.011594202898551,3.0869565217391304,29.728033554122714
16,2.373913043478261,3.0869565217391304,24.32103313539332
17,2.7362318840579714,3.0869565217391304,17.504683468296832
18,3.0985507246376813,3.0869565217391304,8.614024366416928
19,0.5623188405797102,3.449275362318841,36.721480619613594
20,0.9246376811594204,3.449275362318841,44.26780957310265
21,1.2869565217391303,3.449275362318841,45.329718547802166
22,1.6492753623188405,3.449275362318841,43.425417370855946
23,2.011594202898551,3.449275362318841,39.365084213023884
24,2.373913043478261,3.449275362318841,33.997326364890846
25,2.7362318840579714,3.449275362318841,27.193410298819064
26,3.0985507246376813,3.449275362318841,18.87047622930075
27,0.2,3.8115942028985508,4.973295852897361
28,0.5623188405797102,3.8115942028985508,45.679608567616725
29,0.9246376811594204,3.8115942028985508,52.61341391101227
30,1.2869565217391303,3.8115942028985508,53.35946385257366
31,1.6492753623188405,3.8115942028985508,51.25783970066655
32,2.011594202898551,3.8115942028985508,47.14177892510453
33,2.373913043478261,3.8115942028985508,41.747971971372145
34,2.7362318840579714,3.8115942028985508,35.057819858778736
35,3.0985507246376813,3.8115942028985508,27.25509912858093
36,3.4608695652173913,3.8115942028985508,17.253629866808133
37,0.2,4.173913043478261,13.944029462693141
38,0.5623188405797102,4.173913043478261,52.749308975369026
39,0.9246376811594204,4.173913043478261,59.24618737643302
40,1.2869565217391303,4.173913043478261,59.780395495120054
41,1.6492753623188405,4.173913043478261,57.58089016622133
42,2.011594202898551,4.173913043478261,53.488767570896435
43,2.373913043478261,4.173913043478261,48.15735062247038
44,2.7362318840579714,4.173913043478261,41.639127727462174
45,3.0985507246376813,4.173913043478261,34.31788189601308
46,3.4608695652173913,4.173913043478261,25.3752194218754
47,0.2,4.536231884057971,21.276057169838733
48,0.5623188405797102,4.536231884057971,58.435742866907205
49,0.9246376811594204,4.536231884057971,64.57794256233353
50,1.2869565217391303,4.536231884057971,64.96983330710897
51,1.6492753623188405,4.536231884057971,62.73611612011422
52,2.011594202898551,4.536231884057971,58.7162846922242
53,2.373913043478261,4.536231884057971,53.49975251671384
54,2.7362318840579714,4.536231884057971,47.34015869467802
55,3.0985507246376813,4.536231884057971,40.092939287660364
56,3.4608695652173913,4.536231884057971,31.90350091338985
57,3.8231884057971017,4.536231884057971,21.341962428936405
58,0.2,4.898550724637682,27.336998479164976
59,0.5623188405797102,4.898550724637682,63.05321796231907
60,0.9246376811594204,4.898550724637682,68.90110718769459
61,1.2869565217391303,4.898550724637682,69.19771945649099
62,1.6492753623188405,4.898550724637682,66.97085098508124
63,2.011594202898551,4.898550724637682,63.16200728415859
64,2.373913043478261,4.898550724637682,57.98197781981334
65,2.7362318840579714,4.898550724637682,52.00306197187575
66,3.0985507246376813,4.898550724637682,45.0403838976502
67,3.4608695652173913,4.898550724637682,37.252638665027355
68,3.8231884057971017,4.898550724637682,28.024506037457936
69,0.2,5.260869565217391,32.395196798815505
70,0.5623188405797102,5.260869565217391,66.83042269593301
71,0.9246376811594204,5.260869565217391,72.42848085979354
72,1.2869565217391303,5.260869565217391,72.6615065541877
73,1.6492753623188405,5.260869565217391,70.46787842720086
74,2.011594202898551,5.260869565217391,66.75676507813651
75,2.373913043478261,5.260869565217391,61.76214001228987
76,2.7362318840579714,5.260869565217391,55.98179153158627
77,3.0985507246376813,5.260869565217391,49.29955098178536
78,3.4608695652173913,5.260869565217391,42.05796225868513
79,3.8231884057971017,5.260869565217391,33.47826290037674
80,4.185507246376812,5.260869565217391,21.694617446835494
81,0.2,5.6231884057971016,36.651172328353134
82,0.5623188405797102,5.6231884057971016,69.93723292447895
83,0.9246376811594204,5.6231884057971016,75.31763864103912
84,1.2869565217391303,5.6231884057971016,75.50788888842168
85,1.6492753623188405,5.6231884057971016,73.3644007904059
86,2.011594202898551,5.6231884057971016,69.76659544512968
87,2.373913043478261,5.6231884057971016,64.96308895702404
88,2.7362318840579714,5.6231884057971016,59.391123856761205
89,3.0985507246376813,5.6231884057971016,53.160910712557516
90,3.4608695652173913,5.6231884057971016,46.02342492479675
91,3.8231884057971017,5.6231884057971016,38.142241780639694
92,4.185507246376812,5.6231884057971016,28.648259520547924
93,0.2,5.9855072463768115,40.257715793251116
94,0.5623188405797102,5.9855072463768115,72.50153584971225
95,0.9246376811594204,5.9855072463768115,77.68614858114513
96,1.2869565217391303,5.9855072463768115,77.84664815151187
97,1.6492753623188405,5.9855072463768115,75.7646299208884
98,2.011594202898551,5.9855072463768115,72.29111475545729
99,2.373913043478261,5.9855072463768115,67.68200343195619
100,2.7362318840579714,5.9855072463768115,62.32378894633882
101,3.0985507246376813,5.9855072463768115,56.323608378836894
102,3.4608695652173913,5.9855072463768115,49.498641914515204
103,3.8231884057971017,5.9855072463768115,42.011674288901204
104,4.185507246376812,5.9855072463768115,33.52297323569146
105,0.2,6.3478260869565215,43.333027065080415
106,0.5623188405797102,6.3478260869565215,74.61955994529006
107,0.9246376811594204,6.3478260869565215,79.62077941341657
108,1.2869565217391303,6.3478260869565215,79.75966823444742
109,1.6492753623188405,6.3478260869565215,77.74873617783248
110,2.011594202898551,6.3478260869565215,74.40947215815008
111,2.373913043478261,6.3478260869565215,69.99785301082315
112,2.7362318840579714,6.3478260869565215,64.85648082147905
113,3.0985507246376813,6.3478260869565215,59.08784169958986
114,3.4608695652173913,6.3478260869565215,52.558426311369956
115,3.8231884057971017,6.3478260869565215,45.62179894014469
116,4.185507246376812,6.3478260869565215,37.46034278151543
117,4.547826086956522,6.3478260869565215,27.18975340489444
118,0.2,6.7101449275362315,45.96922583797435
119,0.5623188405797102,6.7101449275362315,76.36099452614307
120,0.9246376811594204,6.7101449275362315,81.18230067574204
121,1.2869565217391303,6.7101449275362315,81.30740802340843
122,1.6492753623188405,6.7101449275362315,79.38038489862276
123,2.011594202898551,6.7101449275362315,76.18752997505457
124,2.373913043478261,6.7101449275362315,72.08471555362038
125,2.7362318840579714,6.7101449275362315,67.0546066358263
126,3.0985507246376813,6.7101449275362315,61.51620076060714
127,3.4608695652173913,6.7101449275362315,55.26635727569247
128,3.8231884057971017,6.7101449275362315,48.60201587947365
129,4.185507246376812,6.7101449275362315,41.091855844306444
130,4.547826086956522,6.7101449275362315,32.158288401742055
131,0.2,7.072463768115942,48.236890229788294
132,0.5623188405797102,7.072463768115942,77.76767502117097
133,0.9246376811594204,7.072463768115942,82.40722304913432
134,1.2869565217391303,7.072463768115942,82.53603422713928
135,1.6492753623188405,7.072463768115942,80.71533266110013
136,2.011594202898551,7.072463768115942,77.68504557501296
137,2.373913043478261,7.072463768115942,73.77284210823541
138,2.7362318840579714,7.072463768115942,68.97612081533231
139,3.0985507246376813,7.072463768115942,63.66343938793614
140,3.4608695652173913,7.072463768115942,57.85049218176592
141,3.8231884057971017,7.072463768115942,51.27055086746931
142,4.185507246376812,7.072463768115942,44.11816665557991
143,4.547826086956522,7.072463768115942,36.067082011263096
144,0.2,7.434782608695652,50.18239540443231
145,0.5623188405797102,7.434782608695652,78.84003975568083
146,0.9246376811594204,7.434782608695652,83.31248404452076
147,1.2869565217391303,7.434782608695652,83.49206444990337
148,1.6492753623188405,7.434782608695652,81.81352426090392
149,2.011594202898551,7.434782608695652,78.9628033500022
150,2.373913043478261,7.434782608695652,75.24517146194394
151,2.7362318840579714,7.434782608695652,70.67364577195606
152,3.0985507246376813,7.434782608695652,65.57788859252885
153,3.4608695652173913,7.434782608695652,59.98138781571939
154,3.8231884057971017,7.434782608695652,53.67320860818854
155,4.185507246376812,7.434782608695652,46.83780212537425
156,4.547826086956522,7.434782608695652,39.24405699027228
157,4.910144927536232,7.434782608695652,29.532157806500926
158,0.2,7.797101449275362,51.7889673010543
159,0.5623188405797102,7.797101449275362,79.5092797830833
160,0.9246376811594204,7.797101449275362,83.9335800196842
161,1.2869565217391303,7.797101449275362,84.25442860597
162,1.6492753623188405,7.797101449275362,82.75269384198054
163,2.011594202898551,7.797101449275362,80.08647927979636
164,2.373913043478261,7.797101449275362,76.55620399771925
165,2.7362318840579714,7.797101449275362,72.19445047711142
