,10 x Flow Coeff,10 x Work Coeff,Total-to-static Efficiency
0,1.663265306122449,8.0,17.421340886338427
1,1.8571428571428572,8.0,43.94240263870438
2,1.8571428571428572,8.448979591836734,37.28657305548098
3,2.0510204081632653,8.0,59.40437043226594
4,2.0510204081632653,8.448979591836734,55.01649820927871
5,2.0510204081632653,8.89795918367347,50.30009663005258
6,2.0510204081632653,9.346938775510203,43.45436713878308
7,2.2448979591836733,8.0,67.29509463030725
8,2.2448979591836733,8.448979591836734,66.2197336090937
9,2.2448979591836733,8.89795918367347,62.73976448979502
10,2.2448979591836733,9.346938775510203,59.19718355701896
11,2.2448979591836733,9.795918367346939,54.08837226330204
12,2.4387755102040813,8.0,71.79099934833582
13,2.4387755102040813,8.448979591836734,72.02509064832377
14,2.4387755102040813,8.89795918367347,71.18427880529975
15,2.4387755102040813,9.346938775510203,68.26504041662339
16,2.4387755102040813,9.795918367346939,65.4571291967398
17,2.4387755102040813,10.244897959183673,61.42360028911915
18,2.63265306122449,8.0,74.30013320783301
19,2.63265306122449,8.448979591836734,75.41451787377666
20,2.63265306122449,8.89795918367347,75.5737962537555
21,2.63265306122449,9.346938775510203,74.84445241954603
22,2.63265306122449,9.795918367346939,72.27382272718958
23,2.63265306122449,10.244897959183673,69.9369740326082
24,2.63265306122449,10.693877551020408,66.6068612723879
25,2.826530612244898,8.0,75.56245161660392
26,2.826530612244898,8.448979591836734,77.31889153936275
27,2.826530612244898,8.89795918367347,78.17992468308101
28,2.826530612244898,9.346938775510203,78.23822261306097
29,2.826530612244898,9.795918367346939,77.5486885662394
30,2.826530612244898,10.244897959183673,75.19222593211732
31,2.826530612244898,10.693877551020408,73.16223887016618
32,2.826530612244898,11.142857142857142,70.30488489657397
33,3.020408163265306,8.0,75.9877940796714
34,3.020408163265306,8.448979591836734,78.25104224112864
35,3.020408163265306,8.89795918367347,79.64256911238941
36,3.020408163265306,9.346938775510203,80.27436085221427
37,3.020408163265306,9.795918367346939,80.22145769288204
38,3.020408163265306,10.244897959183673,79.52953611083136
39,3.020408163265306,10.693877551020408,77.29947906631219
40,3.020408163265306,11.142857142857142,75.47087252859143
41,3.020408163265306,11.591836734693878,72.93642232454101
42,3.2142857142857144,8.0,75.81368348863711
43,3.2142857142857144,8.448979591836734,78.50655464257645
44,3.2142857142857144,8.89795918367347,80.32879107879738
45,3.2142857142857144,9.346938775510203,81.4075983621338
46,3.2142857142857144,9.795918367346939,81.83328104058448
47,3.2142857142857144,10.244897959183673,81.66740540067558
48,3.2142857142857144,10.693877551020408,80.94824765786457
49,3.2142857142857144,11.142857142857142,78.78594070967985
50,3.2142857142857144,11.591836734693878,77.08915373959994
51,3.2142857142857144,12.040816326530612,74.77623499930492
52,3.4081632653061225,8.0,75.18349652536229
