XcorS,YcorS,ZcorS,XcorH,YcorH,ZcorH
,,,,,
,,,,,
-0.016871173635190823,0.017618665119083974,0.0021278729472230563,0.00013121501399624954,0.006609373392028045,0.0008814609920984532
-0.01740275350192105,0.016749559713255428,0.00033903440458760744,0.00014263284362583543,0.0066280409490123635,0.0015854463597122107
-0.024876262147231563,9.552997099002891e-06,0.0034042110579261976,-0.006385497874674855,-0.0011915188867591704,0.0019391052508602406
-0.02486495059028812,0.000127112023921944,0.0015296036456951302,-0.006484418235468873,-0.0022195808419846696,0.002994709452761087
-0.01977244931593937,-0.01897321371703896,0.0033968822471160207,0.006904033816010662,-0.001683397521684558,0.003880170620933978
-0.01924914559022077,-0.019728062364262076,0.004003839808315971,0.006300011247988957,-0.0008121145631363099,0.0035205514344980138
-0.00019406718137595605,-0.03450313018592415,0.005321225538287212,-0.006951546343143676,0.0021042204649271154,0.004998687050806044
-0.00018511958516210516,-0.03450160526094664,0.004546403868955443,-0.005934781589704284,0.0022775061085471776,0.004868942356436611
0.034220725907041914,-0.03560302003824677,0.006455562082162727,-0.007201350926686299,-0.0013458234737185016,0.00700006454482227
0.03503684997377705,-0.03461258217414568,0.005878974676890593,-0.006508184463380843,-0.0005046054048417549,0.00533447221423105
0.07626434409342706,-0.0012692907414707628,0.007059992473642293,0.006208847918598963,-0.0028219364273359914,0.006553810492827867
0.07621521942041146,1.2443083139621709e-05,0.007741451637221692,0.006246394700446086,-0.0038015863129127526,0.008247633618036118
0.0864554115498727,0.08402793727389857,0.008608996197575254,-0.006369999739567357,0.0022486077641339975,0.009471686642862935
0.08571747253137478,0.0848650542967832,0.008659355265099396,-0.007059793550563833,0.003031108928852178,0.007796664819811716
0.002065051532752062,0.18860672021214983,0.009229880431946707,-0.00254372460511122,0.006865303847097317,0.009215269639140064
0.0020807076052716646,0.18860630437892248,0.010505378382538608,-0.0029644967804553237,0.006876479769502486,0.010519989175345251
-0.20058267201356056,0.2060457491487181,0.011678377870828848,0.0016797925735443796,0.0073109391429655906,0.010780777336194888
-0.20101356378715207,0.2056058430003193,0.01052378829546713,0.0018657927409356458,0.007500830485185063,0.011421388830101091
-0.4255294473865116,0.0052789170288113,0.01258496819819181,-0.005132021571125412,0.006321706353734849,0.012027161275576742
-0.4255297148782304,0.006413303211969729,0.012084105319914834,-0.005131844027848946,0.005568775980110988,0.012641912242529902
-0.4386517761303985,-0.42653315740572306,0.013256836923504114,0.008486037846432067,0.00030684383409841165,0.014519008727869136
-0.4395855508788611,-0.42555467015153803,0.013879143946413194,0.007686508388626947,0.001144657648506927,0.012616972142048172
-0.014101913725784959,-0.8563336364823945,0.014646688769250939,0.006436314443800153,0.005866572468790209,0.01570234518204716
-0.014134095321426088,-0.8563328849609876,0.014956199452477035,0.005597214539595616,0.005886167567417703,0.01390054303968081
0.8122976561369275,-0.842757279163948,0.01583831951599529,-0.005567858408061329,0.006679237177671064,0.016533083678497647
0.8132132827544354,-0.8418752709623093,0.016231476057543347,-0.005049387295307303,0.007178671952739686,0.01553671189504099
1.5657115320472648,-0.03096361637323171,0.017315845208539148,-0.006405161752794488,0.0060174229061005224,0.018267742412399555
