XcorS,YcorS,ZcorS,XcorH,YcorH,ZcorH
1.5657509125482343,-0.0292699682694815,0.017220857716810152,-0.006385598436326585,0.0068587878715844555,0.016268960512949744
1.4838664878471928,1.4231458679669358,0.01769714902333915,0.0002249437401679132,0.00945640667476865,0.017937142080049914
1.4830769696945163,1.423973977851597,0.019306461253820812,0.0002456444083321619,0.00943469415572422,0.019066468197110047
0.05835714828400096,2.6538165738257224,0.01902900652793802,-7.047919030811761e-05,0.009850300130626035,0.018909230710805757
0.058324028930456975,2.6538173055634995,0.0204415111010326,-7.974214754746357e-05,0.009850504786062057,0.020561286918164865
-2.3313446908569357,2.442134860337062,0.019890655224114085,0.007306754623719907,0.006571393046709705,0.02080005592650065
-2.3306213087851617,2.4428294396543593,0.0220467697566672,0.007963219829389363,0.007201719912933558,0.021137369054280635
-4.2360696725791716,0.10406176356940001,0.021893234985508915,0.010703022850146503,0.00011125592254556912,0.02241837670553603
-4.236035025830885,0.10547598035326393,0.02251109734708303,0.010733226691658873,0.001344121392373511,0.021985955627055916
-3.810882758992795,-3.6176566022680867,0.02307425188285576,0.009975655293793505,0.0054333557619957685,0.024709137233725156
-3.8115763751500973,-3.6169251327644774,0.023796987801546845,0.009242014994765199,0.006207033681272403,0.02216210245067745
-0.17705502876133233,-6.443255269686444,0.023860913915365038,-0.004870391895123834,0.010815894032723762,0.025642616041415933
-0.1770927394210129,-6.44325426206943,0.02547723312084823,-0.004376236657158802,0.010802690359565678,0.023695530994797334
5.373990319770356,-5.694041199486889,0.024862703960284012,0.012747034812686374,-0.0003412221051112496,0.024650596389851002
5.37467131151693,-5.693399790259721,0.026942350427739917,0.011826192592363133,-0.001208540541569642,0.027154457998172926
9.421560645269796,-0.28550985410828156,0.025647124723104958,-0.0016418005242304044,0.01271278519665087,0.027306115276015855
9.42160346816133,-0.2841540258872223,0.028624837016729632,-0.0016366733453019606,0.0128751183235489,0.026965846463818735
8.20656259423725,7.703011023868001,0.02788358947505076,0.012772370137630416,-0.0024509819142403888,0.027383262936050742
8.205885843358354,7.703730519398141,0.028855279616594492,0.013634457888366352,-0.0033675204849129663,0.02935560615559451
0.4397569582596209,13.332515326541944,0.02874469804699157,-0.004455183840317117,0.01337895408098074,0.028623012903195202
0.43971231673006994,13.332516816042844,0.030461078396464343,-0.004882726024242951,0.013393219373283688,0.03058276354026071
-10.7152758625427,11.477093453105926,0.03042067744896643,0.007887376299621883,0.012193344001080667,0.030711226613545996
-10.71459945605418,11.477726090158573,0.03125200634630014,0.008411463889902755,0.012683518524938668,0.030961457181720577
-18.352868866575346,0.6551203932225005,0.031512611495916776,-0.014237538469302749,-0.0057286511161023625,0.0316080819096283
-18.35281979418472,0.6564795165814961,0.03262697965116046,-0.014281064961118984,-0.006934173631152229,0.032531509237448936
-15.648140826576064,-14.529021109335828,0.03289983480390642,-0.006915995605943513,0.015125910154505122,0.033386160028977485
-15.648822365127423,-14.528288108476607,0.03370666369498148,-0.006543645195902244,0.014725443930037682,0.03322033846991042
-0.9495568726326891,-24.67464099657902,0.03364232406039792,0.009515268080550573,0.014527601695129715,0.03499050391850671
-0.9496095788622751,-24.674638949866814,0.035431081790300654,0.008801255048746483,0.014555328572903339,0.034082901932191864
19.2727334140261,-20.873630836930595,0.0344159717537915,0.002913580303854825,0.017888662086911155,0.03628250128095328
19.273420640152388,-20.872996930910396,0.03712434144871774,0.0027574660296220002,0.017744660317347827,0.03525781192155596
32.50521164064858,-1.3410795073486534,0.0355065911753343,0.016289168723507785,-0.009124256274197492,0.03672983005327533
32.5052682876953,-1.3396964512516054,0.03850062937898561,0.016241315990758735,-0.010292596331089188,0.03727739050104458
27.31893058937132,25.08514962688827,0.03743013794471859,0.013686824261640394,0.014473600642267912,0.03682816759680567
27.318236589079326,25.085905443153013,0.039043989961411986,0.014340673462269821,0.013761511805670743,0.03964596030932491
1.8505073938099719,42.06722019151724,0.038511708195619596,-0.01989401342559994,-0.0036647942668291294,0.04035412560779723
1.850445877766328,42.0672229273694,0.04042932706232165,-0.02125431275830713,-0.0036042965877033845,0.03858690965014402
-32.112280845994164,35.1635817130025,0.04012015702992173,-0.02138816333594373,0.001893287535477047,0.04068261172905756
-32.111578720609415,35.164222487630425,0.041287785579830184,-0.022415069082298792,0.0009561114102051504,0.040725330880694355
-53.5984099199408,2.504573406748393,0.040341297460848184,0.01858917742765888,0.013046134105148679,0.04211728285828452
-53.59834414972443,2.5059886835039933,0.0435335525007144,0.018641776368964323,0.014177984707400313,0.04175756710327806
-44.601590325648665,-40.5070321772979,0.04194199708910475,0.009335341988423422,0.02224383654466636,0.043811526734041754
-44.6023008166892,-40.50625012683717,0.044399760224268496,0.00897612836750661,0.022639229535863465,0.042530230579331495
-3.333577396402233,-67.35168844371175,0.04343213752215025,0.0255735908629509,-0.005541868912709391,0.04406123268112394
-3.3336483196051043,-67.35168490683706,0.04537652714303367,0.024184360402057556,-0.005472589271364965,0.04474743198405998
50.43192469697542,-55.838908585293034,0.04423253003963208,-0.0021672409302789246,0.026676489714630665,0.04645091414957253
50.432643992712194,-55.83825921517248,0.047043041977362504,-0.002082774511657655,0.02675274481477939,0.044824657867422055
83.59525202260804,-4.368599349114355,0.045384447390741614,-0.02567466332023052,0.01107828569646198,0.047329275107050345
83.59532803179059,-4.367148087249449,0.04835803197806364,-0.025605913402796974,0.012390944641585596,0.04641320426175491
69.0933723252452,62.05917240058913,0.04665896458200881,-0.017390829587313306,0.023525135962479744,0.047834540290357164
69.09264437692006,62.059983368882705,0.04955042213860711,-0.017970090914089847,0.02417046002394104,0.04837484643025876
5.644305695766387,102.61245319709451,0.048314396670669356,0.017056321221851443,0.025968716144405185,0.048786886405095084
5.644224833965194,102.6124576323092,0.050361897401757234,0.017874009736153027,0.025923866486756673,0.049889407667331506
-75.56753417249594,84.59752837789964,0.04987572897996164,0.0007269092460670764,0.03296196123549771,0.04983329091766788
-75.56679687061596,84.59818723716938,0.05126747244427562,0.000751595048936607,0.032984020680201655,0.05130991050656938
-124.7015906110064,7.202254349175471,0.05106793444338835,-0.02744442051563839,0.02196876098669654,0.05155666240420759
-124.70150483018591,7.203743518707629,0.05254217433265958,-0.027511930086212895,0.020796783439131106,0.05205344637184034
-102.59897036520009,-91.14186497701667,0.05257534493007899,0.035137070226321315,-0.012896945315784317,0.054220254544295764
-102.59971694696928,-91.14102414018788,0.053501671197779606,0.034200337350567864,-0.011841951029586672,0.05185676158356283
-9.088459900814014,-150.17599719689449,0.05322000452765276,0.005526179035284394,0.038602443738617924,0.05537626134313552
-9.088551193401992,-150.17599167008072,0.0553239189520165,0.005316804742728963,0.03861511916763475,0.05316766213653374
108.97601508762133,-123.35770740828175,0.05426478458990852,-0.029734275534750793,-0.02957070477572825,0.05586607438558327
108.97677112768554,-123.3570391692077,0.05674604624157141,-0.02892793034751354,-0.028858002649486125,0.05514475644589666
179.364201436639,-11.350408668493698,0.05536243499674185,-0.008273423531970144,0.04318571854600176,0.05692187009020985
179.36429848749856,-11.348880686630478,0.05811530318654875,-0.008255260203481846,0.04347168444714771,0.05655586809308075
147.14605501736284,129.27296046668897,0.056951783019031796,0.017880134295184417,0.043866091149438326,0.057027483396330264
147.14528942087261,129.27383209548242,0.05899286251606947,0.018268947608724384,0.0434234286193859,0.058917162138771004
14.039964880969482,212.6097548407795,0.058136845221941194,-0.0077210084379637075,0.05039822114551036,0.05830171989277806
14.0398626815645,212.60976159499683,0.06027470766497074,-0.007958754917815109,0.05041393348161578,0.060109832994133874
-152.24145887573937,174.2515661002914,0.0596667823597488,0.0013787625200780084,0.055977650567214265,0.05964404205397762
-152.24068378378533,174.2522435094596,0.0612116778789738,0.0014080001734736542,0.05600320347659919,0.06123441818474498
