0	0.005482811	-4.31E-06
5.53E-06	0.005491295	0.000848551
8.73E-06	0.005516845	0.001701384
9.61E-06	0.005559495	0.002554208
8.13E-06	0.005619299	0.003407035
4.21E-06	0.00569633	0.004259878
-2.29E-06	0.00579068	0.005112751
-1.15E-05	0.005902463	0.005965666
-2.37E-05	0.006031814	0.006818635
-3.92E-05	0.006178886	0.007671671
-5.82E-05	0.006343859	0.008524786
-8.10E-05	0.006526934	0.009377989
-0.000108239	0.006728334	0.01023129
-0.000140229	0.006948313	0.011084697
-0.00017754	0.007187146	0.011938214
-0.000220766	0.007445144	0.01279184
-0.000270568	0.007722644	0.013645573
-0.000327675	0.008020024	0.014499397
-0.000392896	0.008337697	0.015353291
-0.000467114	0.008676123	0.016207217
-0.000551299	0.009035811	0.017061116
-0.000646501	0.009417326	0.017914905
-0.000753854	0.009821296	0.018768465
-0.000874567	0.010248409	0.019621633
-0.001009913	0.010699416	0.020474194
-0.001161217	0.011175108	0.021325877
-0.001329842	0.01167628	0.022176366
-0.001517208	0.012203666	0.023025331
-0.001724861	0.012757861	0.023872492
-0.001954617	0.013339263	0.024717704
-0.002208789	0.013948078	0.025561025
-0.002490385	0.014584436	0.026402729
-0.002803225	0.015248552	0.027243233
-0.003151906	0.015940864	0.028082984
-0.003541723	0.016662067	0.028922363
-0.003978632	0.017413062	0.02976165
-0.004469335	0.018194861	0.030601031
-0.00502148	0.01900851	0.031440635
-0.005643979	0.019855022	0.032280571
-0.006347439	0.020735328	0.033120956
-0.007144755	0.021650227	0.033961932
-0.008051948	0.022600313	0.034803682
-0.009089405	0.023585863	0.035646441
-0.010302423	0.023940701	0.036857317
-0.011701335	0.02494604	0.037717296
-0.012336652	0.025204981	0.038649697
-0.01288513	0.025500413	0.0384048
-0.013351091	0.025842735	0.038380433
-0.013822582	0.026183273	0.038351319
-0.014299964	0.026522732	0.038317807
