-0.00001	0.01501	-0.00048
0.00019	0.01500	-0.00038
0.00038	0.01499	-0.00027
0.00057	0.01498	-0.00017
0.00075	0.01496	-0.00006
0.00094	0.01495	0.00005
0.00113	0.01493	0.00015
0.00132	0.01491	0.00026
0.00151	0.01489	0.00036
0.00169	0.01487	0.00047
0.00188	0.01485	0.00057
0.00207	0.01482	0.00068
0.00225	0.01480	0.00079
0.00244	0.01478	0.00089
0.00263	0.01475	0.00100
0.00281	0.01473	0.00111
0.00300	0.01471	0.00122
0.00319	0.01470	0.00132
0.00338	0.01468	0.00143
0.00357	0.01467	0.00154
0.00377	0.01466	0.00165
0.00397	0.01465	0.00176
0.00417	0.01465	0.00186
0.00438	0.01465	0.00197
0.00460	0.01466	0.00208
0.00483	0.01467	0.00219
0.00507	0.01468	0.00230
0.00532	0.01470	0.00241
0.00559	0.01472	0.00252
0.00587	0.01475	0.00263
0.00617	0.01478	0.00275
0.00649	0.01481	0.00286
0.00683	0.01484	0.00297
0.00718	0.01488	0.00309
0.00756	0.01492	0.00320
0.00796	0.01496	0.00332
0.00839	0.01501	0.00343
0.00884	0.01505	0.00355
0.00930	0.01511	0.00367
0.00979	0.01517	0.00379
0.01030	0.01524	0.00391
0.01082	0.01531	0.00403
0.01136	0.01541	0.00416
0.01191	0.01552	0.00428
0.01247	0.01565	0.00442
0.01305	0.01580	0.00456
0.01359	0.01600	0.00469
0.01413	0.01624	0.00483
0.01469	0.01652	0.00495
0.01525	0.01684	0.00508
0.01581	0.01705	0.00535
