0.00020	0.00938	-0.00041
0.00040	0.00937	-0.00022
0.00059	0.00937	-0.00002
0.00078	0.00936	0.00017
0.00096	0.00936	0.00036
0.00115	0.00936	0.00055
0.00133	0.00935	0.00074
0.00150	0.00935	0.00093
0.00168	0.00935	0.00112
0.00186	0.00935	0.00131
0.00203	0.00936	0.00150
0.00220	0.00936	0.00169
0.00237	0.00937	0.00188
0.00254	0.00938	0.00207
0.00272	0.00939	0.00226
0.00289	0.00940	0.00245
0.00306	0.00942	0.00264
0.00323	0.00944	0.00284
0.00340	0.00946	0.00303
0.00357	0.00948	0.00322
0.00375	0.00951	0.00341
0.00392	0.00954	0.00360
0.00410	0.00957	0.00379
0.00428	0.00961	0.00398
0.00446	0.00965	0.00418
0.00465	0.00970	0.00437
0.00484	0.00975	0.00456
0.00503	0.00980	0.00475
0.00523	0.00986	0.00495
0.00543	0.00993	0.00514
0.00564	0.00999	0.00534
0.00585	0.01007	0.00553
0.00607	0.01015	0.00573
0.00630	0.01024	0.00593
0.00654	0.01033	0.00613
0.00679	0.01044	0.00632
0.00705	0.01055	0.00653
0.00733	0.01068	0.00673
0.00762	0.01082	0.00693
0.00794	0.01098	0.00713
0.00829	0.01116	0.00734
0.00869	0.01137	0.00755
0.00915	0.01162	0.00775
0.00973	0.01194	0.00796
0.01109	0.01238	0.00817
0.01137	0.01357	0.00839
0.01164	0.01382	0.00841
0.01190	0.01408	0.00844
0.01216	0.01434	0.00846
0.01492	0.01460	0.00847
0.00000	0.01761	0.00857
