0	0.015106661	-1.37E-05
1.83E-05	0.015106515	0.000906994
3.67E-05	0.015106389	0.001827659
5.51E-05	0.015106403	0.002748335
7.35E-05	0.015106753	0.003669021
9.19E-05	0.01510772	0.004589719
0.000110291	0.01510966	0.005510426
0.000128713	0.015113012	0.006431145
0.00014715	0.015118293	0.007351873
0.00016561	0.015126098	0.008272612
0.000184107	0.015137104	0.00919336
0.000202658	0.015152065	0.01011412
0.000221285	0.015171813	0.011034893
0.000240017	0.01519726	0.01195568
0.000258888	0.015229393	0.012876488
0.000277939	0.015269279	0.013797322
0.000297214	0.015318057	0.014718193
0.000316767	0.015376947	0.015639113
0.000336656	0.01544724	0.016560104
0.000356942	0.015530301	0.017481192
0.00037769	0.015627571	0.018402414
0.000398965	0.015740565	0.019323816
0.000420824	0.015870874	0.02024546
0.000443318	0.016020172	0.021167418
0.000466478	0.016190226	0.022089774
0.000490322	0.016382909	0.023012609
0.000514852	0.016600221	0.023935986
0.000540084	0.016844303	0.024859926
0.000566076	0.017117434	0.025784377
0.000592983	0.017422007	0.026709212
0.000621075	0.017760478	0.027634245
0.000650732	0.01813532	0.028559272
0.0006824	0.018549006	0.029484122
0.000716543	0.019004016	0.030408677
0.000753611	0.019502869	0.031332876
0.000794029	0.020048154	0.032256696
0.000838205	0.020642546	0.033180139
0.000886544	0.021288811	0.034103217
0.000939463	0.021989815	0.035025942
0.000997402	0.022748511	0.035948327
0.001060832	0.023567943	0.036870381
0.001130266	0.024451239	0.037792111
0.001206262	0.02540161	0.038713524
0.00128943	0.026422345	0.039634625
0.001380441	0.027516813	0.040555417
0.001483175	0.028687224	0.041472476
0.001593185	0.029941874	0.042389878
0.001713771	0.031281348	0.043306388
0.001845934	0.032709246	0.044222061
0.001990782	0.034229221	0.045136975
